,id,price
195,8797,6554840
196,11101,10898220
197,4361,9634320
198,11107,8651927
199,2046,4260290
200,8950,7575001
201,6229,8680923
202,11745,6111284
203,9237,9091045
204,6836,10220663
205,3748,8192334
206,10680,9822987
207,454,7991106
208,10947,8468428
209,8912,6740031
210,4663,8215116
211,5107,11776324
212,4451,7992888
213,5117,8438286
214,4119,4634893
215,7516,11208352
216,4406,7803539
217,6673,6318465
218,5576,7772662
219,7056,12207567
220,5814,9860004
221,12005,6956084
222,2755,5521799
223,8370,7845804
224,8465,8487180
225,6393,7976328
226,2841,7679434
227,3331,8122716
228,2248,7990912
229,1626,8658942
230,4192,8622252
231,4009,5476347
232,9949,6522079
233,8688,9447372
234,3555,11495391
235,7755,10844093
236,9900,11691176
237,9953,8186999
238,247,7552902
239,8424,8180483
240,3573,8993593
241,8474,9107657
242,3257,10275111
243,4783,8249634
244,10096,8291214
245,6207,8319286
246,6017,8666518
247,7084,7599641
248,3168,7872995
249,9014,13059828
250,2832,8410415
251,6664,8088687
252,11570,8380492
253,11820,8364511
254,10387,8213730
255,8767,13198937
256,3961,10335470
257,4818,7842076
258,10931,7898214
259,8399,7014828
260,3568,11478835
261,11097,7846711
262,11799,7943583
263,9500,9723616
264,5920,8257312
265,8552,8038334
266,9053,10116043
267,1145,7359221
268,649,11714833
269,3552,11013315
270,11019,6298160
271,1638,7687608
272,1033,7789149
273,8612,9000703
274,1890,7839990
275,4382,5336474
276,2956,9416726
277,7246,9165044
278,1464,7559030
279,9708,6406347
280,9336,4114355
281,7186,10542026
282,8734,8814460
283,3475,6595759
284,3377,8417808
285,11549,11018390
286,11576,8744005
287,1540,7324466
288,8422,7946037
289,9399,11568649
290,1296,10117023
291,3016,8297922
292,4874,10527195
293,4415,8259121
294,2610,8392219
295,11847,11029492
296,8344,8781711
297,6465,8745822
298,3720,15959091
299,9052,11848153
300,1267,8037332
301,2233,8402767
302,2560,18672791
303,10858,6864283
304,6974,10821703
305,12187,8281905
306,8832,10486226
307,9034,8395789
308,2968,11968592
309,11789,7069860
310,3674,8857119
311,1504,8123260
312,9481,6541177
313,6824,7900502
314,10638,8232805
315,1728,10241255
316,7694,7930034
317,2453,9401272
318,5204,10902380
319,2899,11038642
320,4454,7660259
321,2580,7901016
322,7144,7619401
323,11304,7689762
324,7207,8688022
325,1529,7828852
326,1325,10267417
327,10259,9099531
328,2229,8232123
329,3721,7836021
330,11106,10284698
331,6693,8666602
332,11622,10342864
333,2380,7901417
334,7057,10323345
335,7139,8481549
336,9913,13233523
337,2223,10183191
338,11424,5989704
339,7278,9388277
340,6098,7366508
341,5469,9633958
342,9834,7275855
343,5565,5934654
344,1549,10603611
345,1897,10939008
346,6013,6704894
347,10091,11817981
348,5693,8049707
349,10099,8419277
350,1668,7271693
351,599,7718838
352,4121,10394746
353,6197,6420502
354,6862,6510276
355,4386,4554251
356,1881,5365807
357,2699,10339739
358,9009,7577966
359,994,11899705
360,396,8141667
361,8504,12518801
362,12012,7998771
363,1962,7521550
364,2442,6231172
365,10632,7512962
366,10802,8436236
367,1388,7423766
368,9570,8152044
369,10152,9452551
370,11373,4291220
371,4143,5707567
372,8745,12739681
373,6589,6187608
374,8812,5818607
375,9854,8788090
376,10690,10356188
377,2661,9129228
378,11446,10764434
379,1129,8305896
380,5315,11066506
381,1207,9384852
382,2863,8762640
383,3098,8639261
384,4178,8613210
385,5679,9505725
386,4457,8738977
387,5539,6887901
388,11024,13120657
389,4367,3283211
390,8311,8013856
391,1785,7526802
392,6885,11437486
393,9074,9389826
394,5770,9531549
395,6452,8668978
396,9049,9012967
397,10242,11282524
398,9960,7894421
399,4085,7415372
400,11363,7964828
401,9308,9606446
402,11382,8432179
403,1413,4060519
404,9004,6793753
405,9846,8049925
406,5303,7535744
407,7940,5115787
408,6280,9487714
409,9558,13095840
410,10148,9685854
411,7317,6423912
412,6749,12182071
413,10194,6652485
414,1821,9636650
415,9556,4737521
416,6170,8305910
417,6109,10637467
418,7615,8350174
419,10594,6099006
420,2868,9052802
421,4047,8557789
422,10990,7444376
423,19,6628082
424,10241,8063541
425,1130,7909087
426,6181,7327402
427,6775,7450439
428,1777,8287137
429,2146,5504470
430,8417,9185525
431,10409,12061063
432,7456,7874193
433,10224,8343688
434,6297,8611917
435,5470,9437855
436,6854,8337983
437,3662,8040866
438,6455,8446027
439,2544,8602693
440,11997,8048234
441,5578,5468420
442,2613,8232485
443,7140,7793214
444,11016,6543275
445,9057,7171002
446,7714,18094046
447,3969,7587329
448,4392,7927726
449,11560,10520493
450,501,5698983
451,3660,6918413
452,9888,8711647
453,1352,8221476
454,11211,7842775
455,4835,8864385
456,1553,8115668
457,2568,8363742
458,6901,4947907
459,8066,6812040
460,5223,6221579
461,5867,6165617
462,5037,8000252
463,4459,10534662
464,1286,10351919
465,8435,7898708
466,1215,8605802
467,2355,7658587
468,9506,12375296
469,4580,8112056
470,10299,6493918
471,7134,8461720
472,6806,7443814
473,7706,9402966
474,5824,7834057
475,11093,9682903
476,7098,7871948
477,6062,8832382
478,11002,10931330
479,11532,9753451
480,6447,8199855
481,9593,9411110
482,10800,11067523
483,6224,7902341
484,4800,6602440
485,11181,8400642
486,12039,5563793
487,11525,11349823
488,6592,8018291
489,9411,9231147
490,138,10227012
491,4369,8179144
492,6931,7286673
493,1027,7937047
494,8551,8025964
495,10961,9024569
496,7601,6447313
497,4805,7637664
498,6018,8237250
499,4506,6418172
500,7830,6429721
501,3915,9197590
502,10405,8680107
503,4893,8211333
504,1842,7036195
505,1564,7645553
506,5720,7574353
507,7219,10555041
508,2407,9060405
509,4747,6843767
510,9515,10255177
511,7860,8163313
512,5260,10746163
513,1122,7649632
514,9300,9997313
515,10763,13430884
516,5632,7805836
517,10689,5681357
518,3418,8783562
519,11659,5645801
520,7039,7461893
521,6554,5937260
522,3380,10375441
523,9924,8661122
524,10483,5869236
525,7080,12068042
526,9402,8397647
527,7745,8304844
528,5282,13071057
529,6253,3541336
530,1137,7128788
531,8573,8446694
532,3752,7927109
533,353,9412185
534,1526,6105324
535,9395,10629358
536,3312,12054082
537,7761,11967252
538,8192,8805657
539,6821,15599344
540,1727,8394296
541,845,12520811
542,6612,8534324
543,2406,9520865
544,8437,13716230
545,2277,5773984
546,6492,6724791
547,2081,7276435
548,866,9392797
549,4654,9094646
550,6049,8305054
551,7208,11398047
552,2308,5604563
553,5703,8034826
554,9309,8295287
555,4218,8595485
556,6445,8273627
557,8122,7264091
558,11234,11513503
559,9690,14200754
560,2977,9742433
561,4596,7811661
562,1772,4527392
563,6073,6932973
564,2518,9470577
565,3446,9195133
566,5396,9379997
567,11266,8375395
568,1960,10513145
569,2012,6827976
570,7027,6324617
571,11357,8148486
572,3149,10675551
573,10380,10764671
574,9342,4580901
575,10487,7001875
576,8855,9401679
577,10250,8138016
578,7048,9292048
579,12037,6555099
580,10979,5869562
581,603,9116505
582,2111,10203167
583,5387,8031249
584,10791,5138467
585,12033,7898893
586,3088,8315667
587,677,9575352
588,818,8197855
589,168,9492682
590,11152,8272063
591,3728,8580743
592,3952,8231298
593,4443,9969565
594,10529,6681746
595,10720,9823426
596,2810,8931341
597,1749,9614724
598,1992,7186699
599,12196,12177548
600,6633,8549739
601,6481,6904554
602,7360,8214783
603,7739,7807402
604,2122,8254023
605,5031,8249298
606,2645,9053493
607,3028,9329101
608,9247,7693306
609,10253,9302526
610,6237,9850104
611,11241,3118868
612,5218,7428067
613,5274,8774532
614,4437,8304347
615,10755,15389494
616,8769,9614239
617,7157,10634764
618,2650,10529003
619,2022,6235766
620,10225,5264086
621,10557,10234231
622,7281,6286016
623,3656,5664777
624,5044,7161914
625,7975,7255558
626,4486,8264061
627,3020,9859824
628,4462,7639452
629,6833,7807817
630,1000,7320639
631,11333,9399034
632,7811,8462279
633,2464,5642899
634,9026,10230724
635,11307,6291266
636,7100,7702261
637,1076,11607941
638,4020,8117373
639,6396,11711157
640,10893,10931952
641,4632,5249634
642,9806,8585184
643,7618,9550958
644,11982,9760374
645,6713,8076060
646,9301,5753007
647,6922,7840203
648,140,9399745
649,3162,7767198
650,5012,6613305
651,7229,7991715
652,8937,12630470
653,1451,10334601
654,11247,7601675
655,9061,8215155
656,8578,13490009
657,12022,8995261
658,5964,8624264
659,6102,9475179
660,53,8998506
661,6791,10370226
662,10546,7523998
663,8108,9996144
664,11910,7407945
665,10269,12194019
666,2317,9434719
667,11059,6292295
668,676,8522399
669,11191,9004262
670,4157,7988601
671,11712,7965067
672,5918,8222503
673,573,10883138
674,10411,13821369
675,7562,5869851
676,31,9279079
677,10400,4253844
678,7652,8424295
679,8327,9874281
680,10111,7717236
681,12177,4762147
682,6488,7295352
683,49,8780820
684,3318,9592572
685,3083,8859937
686,10825,8523669
687,6598,11107464
688,658,8191298
689,1067,8774620
690,10586,7095361
691,2754,10743876
692,11844,9881009
693,6051,17270479
694,7752,6580897
695,11261,5446521
696,5874,10572042
697,9289,8084608
698,10438,8237366
699,5854,10347136
700,3498,10821387
701,10592,7318616
702,57,7222415
703,7226,7284206
704,290,11008102
705,3134,8026180
706,558,8810388
707,10141,12921685
708,1915,5557368
709,1291,7721476
710,9577,8348152
711,4771,10133175
712,212,5016702
713,9998,8668159
714,327,8121914
715,815,8985332
716,11966,12516235
717,4605,8468909
718,10590,12952339
719,5162,10238788
720,6282,4575357
721,6978,10530821
722,5202,9552588
723,3791,6758768
724,2559,7100886
725,6817,9784691
726,8334,13672208
727,12062,8649934
728,414,3540295
729,7577,10492015
730,6382,8498150
731,11792,8423338
732,4878,8154511
733,4342,8114087
734,9732,13964157
735,1231,12960445
736,9374,7964841
737,3241,7064634
738,3158,8439261
739,4762,9012794
740,9285,6796552
741,6358,7611526
742,3647,9253579
743,10244,6046948
744,8218,10176793
745,9306,8048990
746,6403,11045901
747,8593,6988505
748,4540,10759326
749,364,8870280
750,6519,7314501
751,3544,9761061
752,5298,7170430
753,1493,8821318
754,8610,7939088
755,2554,9698531
756,5457,5412254
757,226,9287169
758,11170,9799709
759,11780,9275893
760,710,8909847
761,6025,8395167
762,4620,4410097
763,1244,10480499
764,9086,10140855
765,3132,8988384
766,33,7068566
767,7941,5750885
768,641,10575145
769,8809,8818916
770,6789,4332535
771,11400,9572336
772,9024,8821008
773,9218,7923998
774,6907,7729256
775,6301,9126315
776,11993,8719172
777,982,8727744
778,8765,7331845
779,9880,7918812
780,7092,5267127
781,11117,8465945
782,9104,5978732
783,7683,8008784
784,5955,5850739
785,4147,8949878
786,10256,8480940
787,6216,5386705
788,11189,8288812
789,5571,8145418
790,8856,7849092
791,11888,9513051
792,6865,9211018
793,8062,5948170
794,3897,8894823
795,10939,12838588
796,3655,8780467
797,4289,5897787
798,6247,9737245
799,11883,8349006
800,5695,12891046
801,2647,9602635
802,1239,5603470
803,9220,8964154
804,581,7800590
805,7154,5050092
806,9258,7241442
807,2123,6933452
808,1930,10276401
809,646,8687606
810,5811,12340134
811,10754,9707250
812,855,10755165
813,3131,11064465
814,4523,13035081
815,8408,11977447
816,11062,12047726
817,147,7926777
818,6741,8290864
819,5341,7930178
820,9393,4252922
821,5835,7445084
822,5574,10449382
823,10018,4553278
824,3287,12727357
825,1030,11511943
826,9008,7929249
827,1968,7008122
828,5229,8114212
829,6166,6863348
830,267,11120885
831,719,10208596
832,5264,11273942
833,5855,10067565
834,8741,6241128
835,11111,7585367
836,3022,8351978
837,1657,10177443
838,5255,13021396
839,3829,8245752
840,3102,11713932
841,1261,8051082
842,1125,4229827
843,11030,8717649
844,10046,8894134
845,2372,7605451
846,7333,14199135
847,4696,7816941
848,9988,11311580
849,1315,5632953
850,1305,12783601
851,8261,8110725
852,6168,14170765
853,1087,7443879
854,8643,9308157
855,9575,7509257
856,9343,8934918
857,1424,8335679
858,205,10049287
859,134,8514979
860,5488,5137448
861,688,10481404
862,2176,8108343
863,2756,8465974
864,7293,6790085
865,6611,10671098
866,9455,9400263
867,7235,5982395
868,7439,5405837
869,6431,8766394
870,6140,7530323
871,9234,7750702
872,1857,10331115
873,10412,9199378
874,3336,9489107
875,6272,10342301
876,9311,8867135
877,9171,6739192
878,4358,8664757
879,2246,8449258
880,11256,4812566
881,7129,7891800
882,10738,8656296
883,9669,11659129
884,2216,8071097
885,11878,8359487
886,3667,9656583
887,10731,8501808
888,3659,10309494
889,11377,8278441
890,10461,9962864
891,5065,8761352
892,7298,4261186
893,1114,3759163
894,2395,7892269
895,9512,12818200
896,7158,10144786
897,7233,5331288
898,10845,7911675
899,427,11178210
900,5455,6973912
901,7813,8378801
902,3405,6818781
903,6528,5056398
904,2796,6928205
905,11885,10131056
906,6533,9861092
907,8165,6568346
908,5607,6896779
909,322,11822264
910,3701,9061755
911,3610,9641346
912,569,6557706
913,11565,6863450
914,1019,12090204
915,1905,8801962
916,9652,8612935
917,7289,5813009
918,8668,10289845
919,1934,14515910
920,1383,5203154
921,7558,8881476
922,12101,5877905
923,4969,14917573
924,8583,5977609
925,1862,8211031
926,11393,9434023
927,11586,4527302
928,2830,7696552
929,4759,5597268
930,2768,7676942
931,10390,17489733
932,10718,9272714
933,11657,7864644
934,10481,6430245
935,10061,7260419
936,5152,7801282
937,3530,10614520
938,6074,8462299
939,2698,12051611
940,10520,8540959
941,8773,7876863
942,4122,8062118
943,11965,8619816
944,876,8728332
945,2983,8673077
946,9641,8383784
947,5052,8429731
948,1985,7569377
949,7468,4889450
950,5828,8672403
951,10472,14428765
952,6588,7903683
953,4848,8643629
954,9476,14135268
955,8815,8238971
956,6438,8178638
957,12149,6765530
958,4722,4150014
959,10917,5752280
960,7579,5077268
961,9676,4798479
962,1336,7038507
963,9890,6861645
964,7471,6897089
965,7070,14069713
966,8639,9368699
967,11813,7436169
968,8584,9029401
969,7989,8230450
970,11200,8135009
971,7847,7053410
972,1552,8239079
973,6942,8672717
974,11139,5266178
975,4953,8233919
976,5616,11328385
977,6330,5360101
978,9576,8403950
979,10074,5997911
980,8929,9215406
981,3288,7160577
982,6729,10295548
983,7228,6440003
984,11918,7857520
985,9081,10683117
986,10553,7523408
987,7202,9132926
988,8613,9092780
989,7575,7441730
990,10379,7926392
991,11416,8193990
992,6916,7836999
993,2878,12045845
994,4484,9222848
995,5988,7625343
996,3521,9565872
997,10203,5592221
998,2408,7572339
999,1761,8502506
1000,7849,7545156
1001,1036,7474623
1002,7933,7226508
1003,10933,8181950
1004,9302,17456182
1005,12018,8438624
1006,6894,9822752
1007,6401,8630707
1008,5857,3638166
1009,1120,12449727
1010,3806,9841272
1011,1700,6406893
1012,11430,5303891
1013,700,4166718
1014,6543,17152242
1015,5210,8859275
1016,2073,8287480
1017,1984,10611047
1018,1557,8257914
1019,10741,6361422
