id,address,layout,price,gps_lat,gps_lon,area,floor,total_floors,construction,condition,ownership,cellar_area,balcony_area,garden_area,elevator,parking,poi_doctors_count,poi_doctors_nearest,poi_leisure_time_count,poi_leisure_time_nearest,poi_school_kindergarten_count,poi_school_kindergarten_nearest,poi_transport_count,poi_transport_nearest,poi_grocery_count,poi_grocery_nearest,poi_restaurant_count,poi_restaurant_nearest,text,first_seen,last_seen
11661,"Emilie Hyblerové, Praha 4 - Háje",3+kk,9900000.0,50.032953,14.526863,78.0,3,6.0,Panelová,Velmi dobrý,Osobní,2.0,7.0,,Yes,,5,32.0,5,199.0,5,178.0,5,101.0,5,202.0,5,140.0,"Prodej bytu v OV - krásný, zrekonstruovaný byt 3kk + pracovna, 69,3 m2 + lodžie 7 m2 + sklepní kóje 1,5 m2 + sklad 9,9 m2, Praha 4 - Háje, ulice Emilie Hyblerové, 3.NP ve zrekonstruovaném a zatepleném panelovém domě s novým prostornym výtahem. Dům má vlastní kamerový systém a vstup do domu je přes bezpečnostní čip. Orientace bytu je na slunný jih s pěkným výhledem do zeleně a blízkého okolí (obývací pokoj s kuchyňským koutem + lodžie se zasklenou posuvnou zástěnou) a na sever do pěkného zeleného prostranství se vzrostlými stromy (2 neprůchozí ložnice).

Byt sestává ze vstupní chodby (8,3 m2), prostorného obývacího pokoje s kuchyňským koutem (31,8 m2), 2 neprůchozích pokojů (12,5 m2 a 11,6 m2), koupelny (3,7 m2), WC (1,1 m2), komory (2,4 m2) a lodžie (7 m2). Byt prošel pečlivou a promyšlenou rekonstrukcí, která v sobě spojuje moderní styl, funkčnost i příjemnou domácí atmosféru. Majitelé věnovali pozornost každému detailu. Díky tomu vzniklo mnoho úložných řešení. Z části obývacího pokoje navíc vznikla elegantní vestavěná místnost, kterou lze využít jako pracovnu nebo ložnici. Na základě tohoto chytrého řešení se z bytu stalo pomyslné 4+kk - se dvěma samostatnými dětskými pokoji a útulnou ložnicí/pracovnou pro rodiče. Byt tak díky tomu nabízí ideální kombinaci otevřeného prostoru pro společné chvíle i dostatek soukromí pro každého člena rodiny. Je to místo, které působí velmi útulně a zároveň moderně. Velkou devízou bytu je také možnost využívat skladový prostor 9,9 m2 s denním světlem a otevíracím oknem v posledním patře domu, který mají majitelé pronajatý od SVJ na dobu neurčitou.

Byt se nabízí částečně vybavený. Zůstane moderní kuchyňská linka s indukční varnou deskou a el. troubou, digestoř, lednice s mrazákem a myčka. Z nábytku pak veškerý vestavěný nábytek. Ostatni vybaveni je na dohodě. V koupelně je vana se sprchovou zástěnou a umývadlo. WC s menším umývadlem je zvlášť. Na podlaze je dřevěná plovoucí podlaha, koberce v ložnicích a dlažba. Topení je ÚT. Parkování je možné na ulici. K bytu náleží sklepní kóje 1,5 m2, nacházející se v suterénu domu a prostorná kolárna.

Dům se nachází v klidné lokalitě plné zeleně. V blízkosti je Hostivařská přehrada s přírodním parkem Hostivař - Záběhlice a lesoparkem Hostivař, které vybízejí k relaxu i sportovním aktivitám. 300 m od domu je pak Centrální park i napojení na cyklotrasy A21 a A22, které vedou až do Bráníka a napojují se na vyhlášenou trasu A2. V docházkové vzdálenosti je Metro C - Háje (cca 350 m od domu) včetně mnoha autobusových linek nebo cca 50 m od domu je zastávka busu „Poliklinika Háje“. V okolí je mnoho dětských hřišť a sportovišť, mateřské a základní školy, i střední škola. Veškerá občanská vybavenost je v místě včetně OC Háje se supermarketem Albert, drogerií Rossmann a s řadou dalších obchodů a služeb.

Měsíční náklady jsou pro 2 osoby 2.661 Kč + 2.425 Kč fond oprav + el. energie.
Byt bude volný v průběhu prosince 2025 - prohlídky jsou možné ihned.",2025-11-06,2025-11-14
7273,"Láskova, Praha 4 - Chodov",3+kk,8975000.0,50.02329,14.494246,70.0,6,8.0,Panelová,Velmi dobrý,Osobní,4.0,9.0,,Yes,,5,329.0,5,494.0,5,173.0,5,204.0,5,54.0,5,259.0,"Moderní a útulný byt 3+kk s lodžií – místo, kde se budete těšit domů
Praha 11 – Chodov, ul. Láskova 

Hledáte bydlení, které kombinuje moderní styl, klidné prostředí a skvělou dostupnost? Pak pro vás máme nabídku, která stojí za pozornost.

K prodeji nabízíme prostorný a světlý byt 3+kk o ploše 71 m² s velkou zasklenou lodžií (9 m²) a praktickým sklepem (4 m²). Byt se nachází v kompletně zrekonstruovaném domě s novým prostorným výtahem, který splňuje veškeré nároky na pohodlné a moderní bydlení. K dispozici je společná zahrádka, kde je možné zahradničit, či si jen posedět s kávou.

Byt prošel kompletní rekonstrukcí a zaujme svým moderním a praktickým dispozičním řešením. V obývacím pokoji s kuchyňským koutem (31 m²) se nachází elegantní kuchyňská linka vybavená všemi spotřebiči. Designové zašupovací dveře šetří prostor a dodávají bytu osobitý styl. Koupelna (5 m²) nabízí prostorný sprchový kout, WC je samostatné. Další dva pokoje (13 m² a 12 m²) poskytují dostatek místa pro ložnici a dětský pokoj či pracovnu. K dispozici je také prostorná předsíň (8,6 m²).

Proč právě tento byt?
•	atypický panelákový byt s důrazem na design
•	prostorná zasklená lodžie jako další místo k odpočinku
•	kompletně vybavená moderní kuchyně
•	velký nový výtah
•	prostorná koupelna a samostatné WC
•	skvělá dostupnost do centra a přitom klidná lokalita plná zeleně
•	ideální bydlení pro rodinu s dětmi

Lokalita spojuje to nejlepší z obou světů – perfektní dopravní dostupnost do centra města a zároveň klidné prostředí obklopené přírodou (Kunratický les)
Tento byt je připraven stát se vaším novým domovem.

Financování:
Možnost hypotečního úvěru, s jehož vyřízením vám rádi zdarma pomůžeme. Nabízíme také alternativní financování až na 35 let – bez prokazování příjmů či daňového přiznání (vhodné i pro podnikatele). 
Zaujala vás tato nabídka? Neváhejte nás kontaktovat.

Tř. en. náročnosti budovy „D“ Pro komunikaci uvádějte evidenční číslo zakázky N113618.",2025-08-26,2025-10-14
11664,"U pošty, Praha - Libeň",3+kk,11150000.0,50.102363,14.477307,77.0,3,6.0,Cihlová,Špatný,Osobní,,,,Yes,,5,288.0,5,444.0,5,190.0,5,143.0,5,656.0,5,213.0,"V osobním vlastnictví nabízíme exkluzivní, designový byt 3+kk, celková plocha 77 m² v ulici U pošty, Praha 8 - Libeň. Byt se nachází v 3. patře cihlového domu s výtahem a bude po kompletní rekonstrukci ve standardu novostavby (dokončení 12/2025 - specifikace níže). Fotky v galerii jsou z našich jiných realizací a tento byt bude hotový ve stejném standardu.

Popis bytu:
• 3+kk
• plocha: 77 m² (byt: 77 m², sklep)
• 3./6.patro

Dispozice bytu:
• obývací pokoj s přípravou pro kuchyňskou linku
• 2x neprůchozí pokoj
• předsíň
• samostatná koupelna
• samostatné WC
• sklep – v suterénu společný pro všechny majitele

Rekonstrukce bytu zahrnuje:
• kompletní výměnu elektroinstalačních rozvodů (v mědi)
• kompletní výměnu rozvodů vody a odpadu
• kompletní úprava povrchů stěn (stěrkování, malování)
• nové laminátové podlahy chodba a kuchyň s obývacím pokojem Egger Basic EBL034 Chalet Eiche hell 8/31 Classic CLIC
• podlahové obvodové lišty MDF lišta White & Black Cubica 40 bílá mat
• kompletní rekonstrukce koupelny a toalety
• dlažba BETONICO bílošedá 60x60 rekt. Značka: Rako
• obklad BETONICO bílošedá 60x60 rekt. Značka: Rako
• umyvadlo Laufen pro S 60 cm-bez skříňky
• zrcadlo 60 x 80 cm s LED podsvícením
• nové WC
• umyvadlová baterie Grohe Star edge 2020 Grohe Star edge 2020 chrom
• sprchová baterie Grohe Star edge 2020 chrom
• sprchová hadice s hlavicí Grohe Crometta s vario tyčí
• nový sprchový kout/vana
• SDK strop s bodovými světly v chodbě, wc, koupelne
• předpříprava vývodů pro kuchyňskou linku - bez linky (více informací ohledně kuchyňské linky přímo u makléře)

Popis bytového domu:
Bytový dům je po revitalizaci, zahrnující rekonstrukci fasady, strechy, výměnu všech rozvodů, plastová okna a nové vstupní dveře.",2025-11-06,2025-11-14
10786,"Pod Harfou, Praha 9 - Vysočany",1+kk,3100000.0,50.103975,14.50814,34.0,5,11.0,Cihlová,Nový,Družstevní,,7.0,,Yes,,5,474.0,5,413.0,5,340.0,5,266.0,5,745.0,5,219.0,"Představujeme jedinečnou nabídku družstevního bytu v prestižním rezidenčním projektu od společnosti FINEP v srdci dynamicky se rozvíjejících Vysočan na Praze 9.

Tento moderní byt kombinuje stylové bydlení, špičkovou kvalitu a vynikající investiční potenciál – ideální volba pro vlastní startovní bydlení nebo i chytrou investici.

Finanční výhody, které vás dostanou:
Kupní cena (vklad kupujícího): 3 100 000 Kč
Zůstatek anuity: 3 065 246 Kč (splatná formou měsíčního nájmu cca 13 500 Kč + zálohy na služby)
Celková hodnota bytu: 6 165 000 Kč
Aktuální nájemné: 16 000 Kč/měsíc
Tržní nájemné v lokalitě: až 18 000 Kč/měsíc

Atraktivní investiční výnos
Aktuální čistý výnos: cca 4 % ročně při započtení snižování anuity
Potenciální výnos při tržním nájemném: až 6 % p.a.
Možnost dalšího zhodnocení: růst tržní ceny po převodu do osobního vlastnictví

Moderní standard, který nadchne:
Konstrukce: Železobetonový skelet se zateplenou fasádou a elegantním keramickým obkladem.
Vytápění: Centrální s moderními otopnými tělesy a termostatickými hlavicemi, v koupelně stylový topný žebřík.
Větrání: Nucené podtlakové odvětrání s fasádními průvětrníky pro svěží prostředí.
Okna: Vícekomorová plastová okna s mikroventilací pro maximální komfort.
Podlahy: Luxusní keramická dlažba RAKO nebo podlahová krytina dle vašeho výběru (hodnota 500 Kč/m²).
Dveře: Elegantní interiérové dveře Sapeli Elegant v dekoru ořech, vstupní dveře protipožární.
Koupelna: Vybavena špičkovou sanitou Laufen PRO nebo Ideal Standard a bateriemi Grohe/Hansgrohe.
Výtah: Moderní a spolehlivý od značek Schindler, KONE nebo OTIS.
Bezpečnost: Čipový vstupní systém, zvonkový panel a domácí telefon pro vaše pohodlí a bezpečí.

Lokalita, která má vše!
Ulice Pod Harfou je jednou z nejatraktivnějších lokalit Prahy 9, která propojuje klid moderního bydlení s pulzujícím městským životem.
Občanská vybavenost: Obchodní centrum Galerie Harfa, školy, sportovní zařízení, restaurace a kavárny přímo v okolí.
Dostupnost: Zastávka tramvaje a vlakové nádraží Libeň v pěší vzdálenosti, stanice metra B – Českomoravská jen pár minut od domu.
Životní styl: Ideální místo pro mladé profesionály, rodiny i investory díky vysoké poptávce po pronájmech.

Proč si tento byt zamilujete?
Prémiová novostavba od renomované společnosti FINEP.
Nízké vstupní náklady a flexibilní financování bez nutnosti zástavy.
Vysoká investiční návratnost díky atraktivnímu nájemnému.
Možnost převodu do osobního vlastnictví po 5 letech.
Perfektní poloha s výbornou dopravní dostupností a kompletní vybaveností.

Nenechte si ujít tuto jedinečnou příležitost – ať už hledáte domov snů, nebo chytrou investici!

Kontaktujte nás a domluvte si prohlídku ještě dnes.",2025-10-20,2025-11-14
5991,"Jetelová, Praha 10 - Záběhlice",4+kk,9249000.0,50.057923,14.494165,70.0,5,,Panelová,Velmi dobrý,Osobní,2.0,,,,,5,244.0,5,128.0,5,282.0,5,70.0,5,116.0,5,650.0,"Hledáte moderní a světlý byt připravený k brzkému nastěhování? Jako přímí majitelé nabízíme byt 4kk o celkové ploše 68,4 m², který se nachází v 5. patře panelového domu po kompletní revitalizaci. Součástí bytu je také praktická komora (1,6 m²) přímo na patře.

Kvalitní rekonstrukce s důrazem na detail. 
Aktuálně v bytě probíhá kompletní a nadstandardní rekonstrukce, jejímž výsledkem bude moderní interiér v čistém, nadčasovém stylu. Na fotografiích v inzerátu můžete vidět ukázky našich předchozích realizací, které přesně odpovídají kvalitě a provedení této rekonstrukce.

Byt se nachází v klidné a dobře dostupné části města s veškerou občanskou vybaveností v dosahu – školy, školky, obchody i zastávky MHD jsou jen pár minut chůze. V okolí je dostatek zeleně a možností pro volnočasové aktivity.

Fotografie jsou z našich již vydařených rekonstrukcí, půdorys je aktuální/budoucí stav dispozice bytu.

RK prosím nevolat.

Předpokládaný termín dokončení rekonstrukce - 15-20.8",2025-07-30,2025-08-08
4517,"Amforová, Praha 5 - Stodůlky",3+1,7890000.0,50.041967,14.331147,71.0,7,,Panelová,Průměrný,Osobní,2.0,7.0,,Yes,1.0,0,,0,,0,,0,,0,,0,,"****REZERVOVÁNO****

Byt s potenciálem na skvělé adrese v Praze - Stodůlky, ulice Amforová

Představujeme vám byt s dispozicí 3+1 o ploše 71 m2 (+ lodžie 7m2, sklep 2m2), který se nachází v 7. nadzemním podlaží v ulici Amforová v Praze. I když je v původním, ale udržovaném stavu, nabízí vám jedinečnou příležitost přizpůsobit si interiér přesně podle svých představ a vytvořit si tak domov snů.

---

Dispozice a prostory, které vás zaujmou

Ze vstupní haly se otevírá prostor do prostorného obývacího pokoje, odkud je přímý vstup na lodžii (7 m2). Tato lodžie s orientací na jihovýchod je ideálním místem pro ranní kávu nebo odpolední odpočinek s krásným výhledem. Dále byt nabízí praktickou přilehlou kuchyni s jídelním koutem. Klid a soukromí zajišťují dvě ložnice, které jsou chytře umístěné vedle sebe v protilehlé části bytu. K bytu navíc náleží sklep o velikosti 2 m2, který poskytuje další úložný prostor.

---

Lokalita plná zeleně a s vynikající dostupností

Ulice Amforová je součástí oblíbeného sídliště Lužiny, které je známé svými rondely - domy postavenými do kruhu, které vytvářejí rozlehlé a klidné vnitrobloky plné zeleně. Váš nový domov se nachází v sousedství takového vnitrobloku, který je skvěle vybavený pro volný čas. Najdete zde dětská hřiště, sportoviště na malý fotbal a basketbal, a celkově klidné prostředí bez rušné dopravy.

Pro milovníky přírody je v blízkosti úchvatné Prokopské údolí, ideální pro procházky, běh nebo cyklistiku. Na své si přijdou i ti, kdo hledají klid a únik z městského shonu.
Snadná doprava a kompletní občanská vybavenost

Lokalita vyniká svou vynikající dopravní dostupností. Pouhých pár minut chůze vás dělí od stanice metra B Lužiny, odkud se snadno a rychle dostanete do centra Prahy. V těsné blízkosti je i napojení na Rozvadovskou spojku, což ocení majitelé aut.

V nejbližším okolí je k dispozici kompletní občanská vybavenost, včetně obchodního centra Lužiny, kde najdete vše potřebné.

Zaujal vás tento byt s velkým potenciálem na skvělé adrese? Neváhejte nás kontaktovat a domluvte si prohlídku.",2025-07-03,2025-09-11
8194,"Vinohradská, Praha 3 - Vinohrady",3+kk,20048000.0,50.077888,14.465342,83.0,8,8.0,Cihlová,Průměrný,Osobní,2.0,25.0,,No,,5,309.0,5,158.0,5,158.0,5,84.0,5,635.0,5,278.0,"Základní informace o bytu<br />- Dispozice jednotky 3+kk<br />- Podlahová plocha 83,3 m² a celková plocha 111,1 m²<br />- Nachází se v 7. podlaží<br />- Orientace na server/jih<br />- Sklepní koje o velikosti 2,4 m²<br /><br />V jakém stavu je byt<br />- Jednotka ve stavu FIT OUT nabízí nové parkety i omítky, nové interiérové i vchodové dveře a kompletní nové rozvody.<br />- Jednotka se vybavuje dle vybraných standardů<br /><br />Dům po kompletní rekonstrukci<br />- Nová fasáda, společné prostory, sklepní kóje, vstupní vchodové dveře i dveře do jednotek, schránky<br />- Nová špaletová okna, nové elektronické zvonky, zrenovované schodiště<br />- Poctivě zpracovaná oprava, která vydrží na generace<br /><br />Dopravní dostupnost<br />- Tramvajová zastávka a metro A Flora či Želivského<br /><br />Vinohrady jsou duší Prahy<br />- Výhledy do korun stromů Olšanských hřbitovů<br />- Všude blízko, přitom parkům na dosah<br />- Farmářské trhy či lokální obchůdky pro vaše nákupy<br />- Strmé uličky i široké bulváry s alejemi lemují budovy<br /><br />Místo, kde si vybere každý<br />- Kvalitní kavárny, restaurace s pokrmy ze všech koutů světa, útulné vinárny na každém rohu, a přitom klid, mír a žádné davy turistů<br />- Autentické butiky nebo galerie<br /><br />Občanská vybavenost<br />- Obchodní centrum Flora<br />- Kino IMAX<br />- Sportovní centrum Olšanka s krytým bazénem a saunou <br />- Tenisové kurty Parukářka",2025-09-09,2025-11-14
3038,"Lindleyova, Praha 6 - Dejvice",3+kk,12500000.0,50.111762,14.390411,60.0,3,6.0,Smíšená,Průměrný,Osobní,,11.0,,Yes,1.0,5,80.0,5,218.0,5,445.0,5,262.0,5,166.0,5,501.0,"Nabízíme k prodeji byt 3+kk o ploše 60 m² ve 3. patře domu s výtahem v ulici Lindleyova. Byt má dva balkony (4 m² a 7,34 m²) a vnitřní garážové stání. Dům byl dokončen v roce 2010.
Dispozice:
•	Obývací pokoj s kuchyňským koutem 25,53 m² + balkon 3,98 m²
•	Ložnice 11,94 m² + balkon 7,34 m²
•	Druhá ložnice 9,97 m²
•	Koupelna + WC 4,09 m²
•	Samostatné WC 2,11 m²
•	Chodba 3,75 m²
•	Předsíň 2,84 m²
V roce 2017 proběhla rekonstrukce koupelny (sprchový kout).
Topení a teplou vodu dodává Teplárna Juliska (Veolia Energie Praha, a.s.).
Měsíční poplatky k bytu: Poplatky zahrnují teplo, teplou a studenou vodu, elektřinu společných prostor, úklid, obsluhu výměníku, odpad, výtahy, opravy a údržbu, pojištění domu a správu.
Celková měsíční záloha činí 7 193 Kč včetně fondu oprav.
Lokalita: Výborná občanská vybavenost – Kaufland, lékárna, sportovní areál Juliska, technologické centrum AV ČR, fakulty ČVUT, čtvrť Podbaba, ZOO Troja.
Financování: Možnost hypotéky – rádi pomůžeme s vyřízením.
Prohlídky: Pro více informací a domluvení prohlídky kontaktujte makléře.",2025-06-27,2025-07-21
6317,"Bellušova, Praha 5 - Stodůlky",3+kk,8000000.0,50.041127,14.323873,70.0,4,,Panelová,Průměrný,Družstevní,3.0,6.0,,,,5,1026.0,5,83.0,5,209.0,5,258.0,5,444.0,5,115.0,"Nabízíme k prodeji prostorný byt s dispozicí 3+kk ve velmi dobrém stavu. Tento byt se nachází v oblíbené a klidné lokalitě v Praze ve čtvrtém patře panelové budovy. Byt v družstevním vlastnictví nabízí dostatečnou užitnou plochu o rozloze 70 m² a je ideálním řešením pro rodiny nebo páry hledající pohodlné bydlení v hlavním městě.

Jedním z hlavních lákadel tohoto bytu je prostorná lodžie s plochou 6 m², která nabízí příjemný prostor pro odpočinek s výhledem. K dispozici je také sklep s výměrou 3 m², který poskytuje další úložný prostor. O převodu bytu do osobního vlastnictví se bude rozhodovat na podzim 2027.

Tento byt je v exkluzivní nabídce s možností nastěhování od října téhož roku po schválení členskou schůzí. Pokud hledáte komfortní bydlení s dobrým spojením s centrem Prahy, tato nabídka může být tou pravou pro vás. 

V případě více zájemců bude byt prodán nejvyšší nabídce.

Pokud vás byt zaujal, neváhejte nám napsat nebo zavolat a rádi vám vše ukážeme osobně.",2025-08-06,2025-09-05
10992,"V bytovkách, Praha 10 - Uhříněves",2+1,7490000.0,50.036179,14.594071,57.0,2,6.0,Cihlová,Průměrný,Družstevní,,,,Yes,,5,85.0,5,674.0,5,47.0,5,119.0,5,152.0,5,292.0,"Nabízíme vám světlý a prostorný družstevní byt o dispozici 2+1 s podlahovou plochou 60 m2, jehož součástí je lodžie s výhledem do zahrady. Je umístěn ve 2. podlaží cihlového domu s výtahem v klidné části Uhříněvsi.

Interiér po částečné rekonstrukci je vybaven kuchyňskou linkou se spotřebiči a v předsíni máte vestavěnou skříň. Koupelna je zařízena vanou a toaleta je samostatná. Samozřejmě nechybí plovoucí podlahy a plastová okna, která mají výborné termoizolační vlastnosti a zabraňují ztrátám tepla.

K bytu náleží sklep v suterénu pro uskladnění nepotřebných, nebo sezónních věcí. Můžete také využívat společnou kolárnu, kočárkárnu a zahradu za domem.

Dům prošel revitalizací – nová fasáda včetně zateplení, výtah, stoupačky, střecha a výhodou je bezbariérový přístup.

Parkování je možné přímo před domem a díky tomu, že dům stojí na konci slepé ulice, je zde minimální doprava a klid.

V docházkové vzdálenosti máte veškerou občanskou vybavenost a naproti domu je školka i škola. Dopravní dostupnost je zde skvělá, na autobusovou i vlakovou zastávku dojdete za pár minut a snadno se tak dopravíte do centra Prahy. A pokud se budete chtít vydat do přírody, tak na okraj lesní obory to máte jen 2 minuty chůze.

Pokud vás naše nabídka zaujala, neváhejte se ozvat a rádi vám poskytneme další informace.",2025-10-23,2025-11-14
3529,"Saarinenova, Praha 9 - Hloubětín",3+kk,10800000.0,50.107427,14.527292,75.0,2,5.0,Cihlová,Nový,Družstevní,3.0,5.0,,Yes,,5,349.0,5,73.0,5,145.0,5,91.0,5,306.0,5,187.0,"Dovolujeme si Vám nabídnout postoupení družstevního bytu 3+kk, o podlahové ploše 75 m² + balkón, garážové stání a samostatný sklep, v ulici Saarinenova, v Praze 9 - Hloubětín.

Interiér tohoto bytu nabízí obývací část s plně vybaveným kuchyňským koutem (vestavná lednice s mrazákem, myčka, horkovzdušná trouba, varná deska) a vstupem na balkón, ložnici, pokoj, velkou chodbu, 2x toaletu, koupelnu s vanou a místem pro umístění pračky. K bytu náleží samostatný sklep a garážové stání v domě.

Byt se nachází ve 2.NP cihlového domu s výtahem.

Odstupné za byt: 10 800 000 Kč
Zbylá anuita: 2 126 881 Kč ( měsíční splátka 19 831 Kč)

Atraktivní bydlení doplňuje skvělá poloha domu, v přímé blízkosti se nachází veškerá občanská vybavenost, včetně škol, školek, lékařů, obchodů a restaurací, nákupních center, přírodní park Rokytka, cyklostezka. Výborné dopravní spojení do centra, zastávka MHD a TRAM před domem, metro 7 minut.

Lokalita je vhodná jak k vlastnímu bydlení, tak za účelem pronajímání.
Skvělá investiční příležitost.

Energetický štítek udává úspornou třídu B.

V případě zájmu o prohlídku mne neváhejte kontaktovat.

Prohlídky jsou určené pro vážné zájemce s vyřešenou finanční situací.",2025-06-27,2025-07-07
11732,"Evropská, Praha 6 - Dejvice",3+1,10800000.0,50.095636,14.346382,89.0,8,14.0,Smíšená,Průměrný,Osobní,1.0,11.0,,Yes,,5,0.0,5,270.0,5,387.0,5,28.0,5,384.0,5,400.0,"Představujeme Vám na prodej prostorný byt 3+1 s celkovou užitnou plochou 89m2 v ulici Evropská - lokalita Praha 6 - Dejvice. Byt se nachází v 7.patře zrekonstruováného domu a prošel již v minulosti rekonstrukcí. K bytu náleží 2 balkony 11m2 + sklep. Vstup do domu zajišťují prosklené vstupní dveře, v domě jsou dva prostorné výtahy. 

U domu je hned tramvajová zastávka, na metro A Dejvická cca 5min autem. Dostupné i autobusy, letiště Ruzyně, OC Šestka, obchody, restaurace, školy, školky, poliklinika, pošta a jiné. Byt v osobním vlastnictví a lze financovovat hypotékou. Pro více informací či prohlídku volejte.",2025-11-07,2025-11-12
11925,"Semická, Praha 4 - Modřany",2+kk,7384000.0,49.998503,14.418568,41.0,4,8.0,Panelová,Velmi dobrý,Osobní,,,,Yes,,5,398.0,5,485.0,5,339.0,5,129.0,5,620.0,5,453.0,"Naše nová exkluzivní nabídka velmi hezkého bytu, bez právních vad, s dispozicí 2kk a s celkovou výměrou 41m2 je ""jako ušitá"" pro ty z vás, kteří dáváte přednost bytům, které jsou po rekonstrukci s důrazem na preciznost a kvalitu. 
&nbsp;
&nbsp;Bytová jednotka se nachází na Modřanské adrese Semická a je situována do třetího patra, velmi kvalitně revitalizovaného panelového domu ze začátku devadesátých let.
&nbsp;Byt byl rekonstruován v roce 2019 v plném rozsahu: elektrické vedení, podlahy, stropy, interiérové a vchodové dveře, jádro bytu, odpady, voda. Podlahová krytina vinyl _ GERFLOR, kuchyňská linka a komoda v obývacím pokoji pochází z dílny soukromého truhláře. V bytě zůstává mobilní klimatizace a vybavení _ jídelní stůl se židlemi, botník, komoda v obývacím pokoji, manželská postel (bez matrace) s nočními stolky, šatní skříň, konferenční stolek, stropní osvětlení a samozřejmě plnohodnotně vybavená kuchyňská linka a vybavení koupelny včetně pračky.
&nbsp;
&nbsp;Kompletní revitalizace domu proběhla v roce 2024 a týkala se fasády, střechy, chodbového elektrického vedení, odpadů a vody, instalací předokenních žaluzií. Okna se měnila v roce 2019. Dům disponuje výtahem, předním a zadním vchodem, je zateplený,  a průběžně zde probíhají revize technického zařízení.
&nbsp;
&nbsp;Současné měsíční náklady (2 osoby): 5 326Kč z toho fond oprav 1 199Kč + elektřina.
&nbsp;
&nbsp;Lokalita a její vybavenost:
&nbsp;Jedná se o klidnou rezidenční čtvrť v těsné blízkosti Modřanské rokle, ideální pro rodiny i jednotlivce
&nbsp;Na nedalekém Semickém náměstí a v jeho bezprostřední blízkosti máme vše - lékárny, Polikliniku Modřany, Kulturní centrum 12, poštu, restaurace, kavárny, OC Modřany. V dochozí vzdálenosti jsou běžné menší obchody s potravinami, v dojezdové (4min) je supermarket Kaufland. V okolí se nachází několik mateřských a základních škol.
&nbsp;Dopravní dostupnost MHD _ v dochozí vzdálenosti zastávky autobusové i tramvajové, které znamenají rychlé spojení do centra Prahy (cca 20_25 minut).
&nbsp;Pro volnočasové aktivity vybízí blízkost Modřanské rokle _ ideální pro procházky, cyklistiku a relaxaci.  Nebo i blízká sportoviště jako LTC Modřany 2005  - sportovní klub s 10 tenisovými dvorci a víceúčelovou tělocvičnou, restaurací a parkovištěm či nedaleké devítijamkové golfové hřiště (GOLF & COUNTRY CLUB HODKOVIČKY, a.s.).
&nbsp;
&nbsp;",2025-11-10,2025-11-14
3124,"Tusarova, Praha 7 - Holešovice",2+1,9350000.0,50.101878,14.450002,68.0,2,6.0,Cihlová,Průměrný,Osobní,,,,,,5,96.0,5,233.0,5,55.0,5,147.0,5,214.0,5,116.0,"Evidenční číslo / ID zakázky: VS233

Nabízíme k prodeji prostorný byt 2+1 s balkonem a sklepem, který se nachází ve 2.NP cihlové budovy v oblíbené a žádané části města - Praha 7 - Holešovice.

Byt je slunný, světlý a tichý. V bytě jsou 2 neprůchozí pokoje a samostatná kuchyň. Koupelna se sprchovým koutem, samostatné WC. K bytu náleží sklep v suterénu domu. Byt se prodává částečně zařízený, včetně domácích spotřebičů (lednice s mrazákem, sporák s troubou, pračka a TV). Je zde spousta úložných místností a vestavěná zrcadlová skříň s posuvnými dveřmi do velikosti celé stěny.

Skvělá dopravní dostupnost: tramvají č. 14 jste za 10 minut na Masarykově nádraží nebo 5 min od Palmovky. Metro C - Vltavská 10 minut pěšky nebo 5 min tramvají. V okolí veškerá občanská vybavenost.

Cena: 9.350.000 Kč včetně provize a právního servisu.
Nízké poplatky Kč/měsíc.
Sleva v případě rychlé transakce.

Zaujala vás tato nabídka? Neváhejte mě kontaktovat pro více informací nebo domluvení prohlídky.

Skutečná energetická třída PENB může být vyšší než třída G, kterou jsme povinni uvést v souladu se zákonem z důvodu absence potvrzení.",2025-06-27,2025-07-10
2970,"Chlebovická, Praha - Letňany",2+kk,8990000.0,50.1329,14.51,75.0,4,,Jiná,Nový,Osobní,3.0,5.0,,Yes,,5,305.0,5,73.0,5,119.0,5,135.0,5,99.0,5,102.0,"Přímo od majitele
Velký, moderní a slunný byt 2+kk
Plně a krásně vybavený
Vyhledávaná, klidná lokalita
Metro v docházkové vzdálenosti

Přímý majitel prodá krásný, moderní a slunný byt 2+kk v novostavbě ve vyhledávané lokalitě Letňany. Byt je velmi prostorný, orientovaný na jih, nabízí dostatek denního světla po celý den a poskytuje nerušený výhled.

Byt se prodává plně vybavený, stačí se jen nastěhovat, nebo začít pronajímat!

Samozřejmostí je kvalitní kuchyňská linka s vestavěnými spotřebiči, stylový nábytek, prostorná vestavěná skříň a elegantní křišťálové lustry české výroby, které dodávají interiéru nádech luxusu.  Praktická komora přímo v bytě a sklep v přízemí budovy poskytují dostatek úložného prostoru. Koupelna s vanou a toaleta jsou oddělené. Balkón nabízí nerušený výhled a pocit soukromí.

Byt poskytuje výbornou dostupnost – zastávka MHD přímo u domu, metro je v docházkové vzdálenosti, stejně jako školky, školy, lékaři, obchody a nákupní centrum OC Letňany. Přímo v budově najdete potraviny a pizzerii, v okolí pak dětská hřiště a rozlehlý lesopark Letňany, ideální pro relaxaci a volnočasové aktivity.

Byt je v osobním vlastnictví, lze financovat hypotékou.

Realitní kanceláře prosím nekontaktovat!",2025-06-27,2025-09-16
